optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,2,324328.24639,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,2,2,324332.91913,14.98642,1.30094,0.23103,0.43999,-1.2815,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,3,2,324337.66172,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,4,2,324342.41247,14.9973,1.28895,0.23246,0.44648,-1.31071,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,5,2,324347.1807,14.9961,1.33808,0.2293,0.43084,-1.26913,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,6,2,324351.8888,14.9961,1.35534,0.23073,0.42159,-1.22955,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,7,2,324356.62457,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,8,2,324361.30947,14.9912,1.29299,0.23065,0.44268,-1.29046,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,9,2,324366.00103,14.98886,1.31638,0.23169,0.43388,-1.25921,0.71505,0.0,1.0,0.0,0.75565
SADE,MSEI,10,2,324370.68298,14.98834,1.31002,0.23372,0.43731,-1.27371,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,1,2,324375.36227,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,2,2,324380.21063,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,3,2,324385.05841,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,4,2,324389.90068,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,5,2,324394.71509,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,6,2,324399.54791,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,7,2,324404.39278,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,8,2,324409.24035,14.98223,1.31408,0.22762,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,9,2,324414.101,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,CHI,10,2,324418.95851,14.98223,1.31408,0.22654,0.43995,-1.29876,0.71505,0.0,1.0,0.0,0.75565
SADE,NMIS,1,2,324423.79781,18.03853,2.21048,0.12237,0.13771,-0.69125,0.71505,0.0,1.0,0.0,0.75565
SADE,NMIS,2,2,324429.86912,19.87969,1.6593,0.19306,0.34128,-1.48909,0.71505,0.0,1.0,0.0,0.75565
SADE,NMIS,3,2,324435.91838,18.05192,2.40552,0.12211,0.14259,-0.80268,0.71505,0.0,1.0,0.0,0.75565
SADE,NMIS,4,2,324441.97437,18.53965,2.58528,0.09452,0.13204,-0.88415,0.71505,0.0,1.0,0.0,0.75565
SADE,NMIS,5,2,324448.01148,18.36041,1.60544,0.12006,0.38174,-1.833,0.71505,0.0,1.0,0.0,0.75565
SADE,NMIS,6,2,324454.06212,19.79365,2.67556,0.11991,0.20409,-1.35121,0.71505,0.0,1.0,0.0,0.75565
SADE,NMIS,7,2,324458.49807,18.14578,0.77196,0.32048,0.53534,-0.90761,0.71505,0.0,1.0,0.0,0.75565
SADE,NMIS,8,2,324462.28911,19.05067,0.88115,0.19135,0.62642,-2.79138,0.71505,0.0,1.0,0.0,0.75565
SADE,NMIS,9,2,324466.0616,18.22353,0.7243,0.27117,0.55665,-0.88998,0.71505,0.0,1.0,0.0,0.75565
SADE,NMIS,10,2,324469.83835,17.99304,2.01374,0.14287,0.18639,-0.75964,0.71505,0.0,1.0,0.0,0.75565
SADE,ARS,1,2,324473.6177,16.50508,1.14993,0.19113,0.54162,-2.17734,0.71505,0.0,1.0,0.0,0.75565
