optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,11,405137.0266,15.32954,1.82089,0.23664,0.11704,-4.07309,0.27494,0.34491,0.45464,0.39225,0.27969
SADE,MSEI,2,11,405143.249,14.51207,1.70861,0.17293,0.12984,-3.68997,0.23052,0.31231,0.40729,0.35353,0.23368
SADE,MSEI,3,11,405148.08676,15.51188,1.85655,0.20031,0.12063,-4.38893,0.21968,0.29229,0.36732,0.32554,0.22114
SADE,MSEI,4,11,405152.90832,15.38993,1.8944,0.16455,0.13038,-4.33045,0.23666,0.27678,0.35184,0.30983,0.24052
SADE,MSEI,5,11,405159.08386,15.93159,2.00463,0.21061,0.10879,-4.62986,0.21307,0.26343,0.35983,0.30417,0.21734
SADE,MSEI,6,11,405165.16866,15.19814,1.86798,0.19532,0.11542,-4.24007,0.19836,0.25322,0.33181,0.28724,0.19956
SADE,MSEI,7,11,405171.22817,15.49084,1.90733,0.15548,0.11295,-4.29082,0.22292,0.29205,0.36434,0.32421,0.22443
SADE,MSEI,8,11,405177.32654,15.48145,1.7457,0.18535,0.11977,-4.29926,0.21853,0.26239,0.33456,0.29411,0.22104
SADE,MSEI,9,11,405183.40018,15.38231,2.00148,0.16759,0.10235,-4.38074,0.22974,0.29386,0.36208,0.32442,0.23033
SADE,MSEI,10,11,405189.42357,14.51145,1.92495,0.2607,0.12521,-4.04041,0.21504,0.27237,0.36579,0.31224,0.22139
SADE,CHI,1,11,405195.42398,24.07776,1.8425,0.19258,0.11193,-3.37828,0.26253,0.25832,0.59614,0.36045,0.28251
SADE,CHI,2,11,405200.73407,28.80482,1.83501,0.21278,0.10275,-2.69875,0.22814,0.19699,0.55065,0.29017,0.24592
SADE,CHI,3,11,405206.79412,23.93691,1.8654,0.22816,0.1205,-3.49507,0.22204,0.21777,0.53694,0.30987,0.23673
SADE,CHI,4,11,405212.82167,24.39044,1.84032,0.23509,0.11436,-3.36019,0.19333,0.1586,0.50765,0.24169,0.21523
SADE,CHI,5,11,405218.82447,23.77795,1.87915,0.21878,0.09631,-3.08989,0.21706,0.18882,0.51083,0.27572,0.23609
SADE,CHI,6,11,405224.81959,23.81602,1.89899,0.16633,0.11305,-3.47066,0.23745,0.26899,0.51067,0.35237,0.24501
SADE,CHI,7,11,405230.82892,33.17614,1.7731,0.19905,0.13983,-2.35924,0.24478,0.21627,0.64175,0.32352,0.26598
SADE,CHI,8,11,405236.84779,24.49464,2.04821,0.19432,0.10449,-3.19665,0.22465,0.22686,0.47845,0.30778,0.23377
SADE,CHI,9,11,405242.87091,29.27396,2.14879,0.1585,0.09404,-3.06214,0.22341,0.20229,0.60996,0.30382,0.23642
SADE,CHI,10,11,405248.85874,63.69531,1.93426,0.18488,0.11519,-1.74841,0.25975,0.13995,0.72559,0.23464,0.34882
SADE,RTS,1,11,405254.90225,18.43226,2.29327,0.20151,0.06561,-5.26026,0.26027,0.31481,0.39154,0.34901,0.26251
