optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,11,324328.24875,14.835,1.79685,0.19504,0.13116,-4.15341,0.22737,0.28266,0.3716,0.32108,0.23161
SADE,MSEI,2,11,324338.5128,14.79035,1.64,0.19386,0.12791,-3.92495,0.24077,0.30659,0.39808,0.3464,0.24561
SADE,MSEI,3,11,324346.37575,12.98031,1.63349,0.23262,0.18336,-3.63626,0.25992,0.36999,0.44654,0.40468,0.26245
SADE,MSEI,4,11,324353.53006,13.67204,1.6838,0.2296,0.15639,-3.68478,0.24684,0.34108,0.43038,0.38056,0.24887
SADE,MSEI,5,11,324360.57143,14.31399,1.77924,0.21594,0.13402,-3.82995,0.22356,0.28109,0.37975,0.32306,0.23096
SADE,MSEI,6,11,324367.54565,13.55904,1.57329,0.26947,0.17846,-3.55316,0.24166,0.32699,0.41677,0.36646,0.24475
SADE,MSEI,7,11,324374.46184,14.47502,1.79679,0.18095,0.14577,-4.11722,0.24534,0.31344,0.4044,0.35316,0.2477
SADE,MSEI,8,11,324381.4091,13.38313,1.59962,0.2815,0.16453,-3.70727,0.24403,0.34879,0.4327,0.38624,0.2462
SADE,MSEI,9,11,324388.3411,14.51626,1.91162,0.20312,0.12743,-4.12355,0.23193,0.30612,0.38733,0.34197,0.23348
SADE,MSEI,10,11,324395.29067,13.04266,1.65632,0.29353,0.18144,-3.64652,0.25296,0.36243,0.44942,0.40126,0.25624
SADE,CHI,1,11,324402.20177,26.356,1.73278,0.21594,0.14224,-2.77751,0.26212,0.28799,0.62394,0.39408,0.27318
SADE,CHI,2,11,324409.35058,34.77608,2.16692,0.23517,0.12606,-2.66751,0.24638,0.21769,0.59556,0.31884,0.26261
SADE,CHI,3,11,324416.41302,26.92699,1.85488,0.23227,0.13879,-2.7936,0.21614,0.22293,0.56057,0.319,0.22493
SADE,CHI,4,11,324423.59228,34.08176,1.96254,0.19865,0.12807,-2.54724,0.25243,0.22368,0.63684,0.33108,0.28243
SADE,CHI,5,11,324430.68977,26.6716,1.67323,0.23722,0.14898,-2.76084,0.27352,0.30303,0.60572,0.40396,0.29041
SADE,CHI,6,11,324437.70502,31.72805,1.72915,0.23861,0.15976,-2.35073,0.26975,0.26544,0.65164,0.37722,0.28647
SADE,CHI,7,11,324444.85308,33.45545,1.77221,0.1882,0.14193,-2.45071,0.23034,0.19297,0.55759,0.28671,0.24824
SADE,CHI,8,11,324451.96129,44.6695,1.9617,0.19307,0.12213,-2.18181,0.22937,0.16987,0.681,0.27191,0.25985
SADE,CHI,9,11,324459.06685,26.54382,1.71902,0.20114,0.1267,-2.80743,0.24706,0.27875,0.60221,0.3811,0.25649
SADE,CHI,10,11,324466.14802,34.99419,1.9174,0.21745,0.08492,-2.42744,0.21677,0.18247,0.54387,0.27326,0.23617
SADE,NMIS,1,11,324473.15909,23.30113,2.0094,0.1567,0.07961,-4.16136,0.18648,0.15488,0.40188,0.22359,0.19992
SADE,NMIS,2,11,324481.29634,27.09195,2.16072,0.15102,-0.00381,-4.62388,0.19949,0.15197,0.41445,0.22239,0.2323
SADE,NMIS,3,11,324489.35179,39.03334,1.5781,0.15257,0.02008,-2.3348,0.2719,0.12869,0.52321,0.20657,0.40943
SADE,NMIS,4,11,324497.43741,29.06141,2.15754,0.16755,0.01074,-3.39495,0.21492,0.17118,0.4947,0.25435,0.22956
SADE,NMIS,5,11,324505.53429,33.2823,1.96792,0.22533,-0.03916,-3.6128,0.23385,0.12684,0.50774,0.20297,0.32931
