optimizer,obj,trial,n_clusters,time_run,BHI,DBI,DI,SI,RSI,FMS,HS,CS,VMS,KS
SADE,MSEI,1,3,324328.22956,72.34003,1.69082,0.23035,0.17826,-1.06561,0.46657,0.1254,0.10535,0.1145,0.46981
SADE,MSEI,2,3,324332.33362,72.34003,1.69082,0.22728,0.17826,-1.06561,0.45483,0.10511,0.0883,0.09597,0.45799
SADE,MSEI,3,3,324337.92817,72.34003,1.69082,0.22817,0.17826,-1.06561,0.4755,0.14008,0.11768,0.12791,0.47879
SADE,MSEI,4,3,324343.44735,72.34003,1.69082,0.22817,0.17826,-1.06561,0.46561,0.1265,0.10627,0.11551,0.46883
SADE,MSEI,5,3,324349.03188,72.3545,1.72329,0.22448,0.17905,-1.07685,0.48049,0.13888,0.1162,0.12653,0.4841
SADE,MSEI,6,3,324354.52572,72.34003,1.69082,0.22728,0.17826,-1.06561,0.4755,0.14008,0.11768,0.12791,0.47879
SADE,MSEI,7,3,324359.98612,72.3545,1.72329,0.28261,0.17905,-1.07685,0.48157,0.16356,0.13684,0.14901,0.48518
SADE,MSEI,8,3,324365.46781,72.34003,1.69082,0.22728,0.17826,-1.06561,0.46859,0.12924,0.10857,0.11801,0.47183
SADE,MSEI,9,3,324370.9162,72.34003,1.69082,0.22728,0.17826,-1.06561,0.46657,0.1254,0.10535,0.1145,0.46981
SADE,MSEI,10,3,324376.38561,72.34003,1.69082,0.22728,0.17826,-1.06561,0.48245,0.15674,0.13168,0.14312,0.48579
SADE,CHI,1,3,324381.95253,72.3545,1.72329,0.25815,0.17905,-1.07685,0.46818,0.11995,0.10036,0.10928,0.4717
SADE,CHI,2,3,324387.62288,72.3545,1.72329,0.22448,0.17905,-1.07685,0.46147,0.12742,0.10661,0.11609,0.46493
SADE,CHI,3,3,324393.28026,72.3545,1.72329,0.22817,0.17905,-1.07685,0.46818,0.11995,0.10036,0.10928,0.4717
SADE,CHI,4,3,324398.94619,72.34003,1.69082,0.22728,0.17826,-1.06561,0.46859,0.12924,0.10857,0.11801,0.47183
SADE,CHI,5,3,324404.62047,72.3545,1.72329,0.22448,0.17905,-1.07685,0.46988,0.1427,0.11939,0.13001,0.47341
SADE,CHI,6,3,324408.84952,72.34003,1.69082,0.22728,0.17826,-1.06561,0.46657,0.1254,0.10535,0.1145,0.46981
SADE,CHI,7,3,324412.37786,72.34003,1.69082,0.22817,0.17826,-1.06561,0.45483,0.10511,0.0883,0.09597,0.45799
SADE,CHI,8,3,324415.90186,72.34003,1.69082,0.22817,0.17826,-1.06561,0.46561,0.1265,0.10627,0.11551,0.46883
SADE,CHI,9,3,324419.42021,72.34003,1.69082,0.22817,0.17826,-1.06561,0.46859,0.12924,0.10857,0.11801,0.47183
SADE,CHI,10,3,324422.94275,72.34003,1.69082,0.22817,0.17826,-1.06561,0.46657,0.1254,0.10535,0.1145,0.46981
